BIOGRID_ID	IDENTIFIER_VALUE
130876	Q6UXB4
130878	Q6UY18
130880	Q8TDU9
130881	Q5TZF3
130884	Q8IYL3
130885	Q6TDP4
130886	Q5SV17
130887	Q8NDY8
120517	Q8TCA0
120522	Q9BTT6
130896	A1L453
130898	Q86UF4
130905	Q6PIY5
130907	Q49AA0
120523	Q86V59
130916	O43247
130923	Q6IQ16
120524	Q9NVE7
130929	Q6ZVH7
130931	A6NJV1
130932	Q53SZ7
130940	A8MZ97
130945	Q9UFE4
130947	Q8IYA8
130950	Q8NBH2
130957	Q8IVJ8
130959	Q6ZQY3
130962	C9JBD0
130963	Q7Z5A4
130969	Q5M9N0
130971	Q6ZMR5
130974	Q8N9V2
130975	Q68CR7
130978	Q8N9F0
130985	Q695T7
130989	A1A519
130992	Q5FYB1
131001	A5PLL1
131002	Q5M8T2
131004	A2A288
131005	Q86YV6
131006	A6NC42
131012	A2RUU4
131013	Q86YW5
120529	A0AVT1
131024	A6NJT0
131026	Q2UY09
131028	Q2M3G0
131030	A4D161
131033	Q86UF2
131040	Q86UF1
131041	Q8NEM8
131043	Q2WGJ6
131044	Q9NSY0
131045	Q6ZMY9
131047	Q2WGJ8
131049	Q6UXX9
131050	Q6S8J7
131055	Q8IVQ6
131056	Q5QJU3
131065	Q5HYW3
131067	Q5JQF8
131068	Q5QGS0
131069	Q5H9J7
131070	Q5H9L2
131072	Q86XK7
131074	Q5HYM0
131076	Q86VE3
131079	Q5VW00
131082	Q6ZR62
131083	Q86WI0
131086	Q86X51
131089	Q5VYY2
131090	Q6V0L0
131091	Q5GFL6
131092	Q8WY41
131094	A6NDA9
131098	A6NHT5
131105	P0CF75
131109	Q8NGF0
131110	Q6ZRI0
131112	P59894
131113	Q8IXP5
131117	Q96PG2
131120	A6NND4
131121	Q6MZM0
131123	Q9H208
131128	A6NFE2
131129	Q7RTY7
131131	Q6XYQ8
131135	P0C7M7
131136	Q7Z3H0
131138	Q9NZP2
131139	Q8NGE1
131143	Q75WM6
131144	Q8NH09
131147	Q5SZK8
131150	Q6P3R8
131156	Q8NH40
131157	A4IF30
131160	Q7Z4L0
131162	Q6ZMI3
131163	Q9NYA3
131164	Q7Z5M5
131165	Q6NX45
131169	A6NNT2
131170	Q63HK3
131172	P0C7T5
131173	Q7Z443
131180	Q496F6
131181	Q2TAL5
131183	Q9H009
131185	Q7Z3Y8
131188	Q6IEE8
131189	P0C7P3
131192	Q6ZMT1
131199	A6NC57
131201	A6NLU5
131203	A8MQ14
131204	Q6ZVX7
131205	Q0VAF6
131206	A8MZ59
131207	Q494X3
131208	Q2VY69
131209	C9J6K1
131210	Q86XU0
131212	A6NJL1
120532	Q8N543
131219	P60323
131220	A6NDB9
131222	Q7Z3Z2
131225	Q5VUY2
131227	O60812
120533	Q658P3
131233	Q8NGZ6
131235	Q7Z3T1
131236	A6NH00
131237	Q8NH03
131240	A2RUH7
131249	Q8NGX6
131251	Q6DN72
120537	Q86WR0
131253	Q9NY43
131259	P0C2Y1
131262	Q5JR98
131265	Q8NH02
131268	Q2I0M5
131269	O95932
131270	Q5GH72
131280	A6NI15
131284	Q6NV74
131285	Q6QHK4
131286	A8MTQ0
131288	O14513
131290	A8MTJ6
131293	Q03828
131301	Q5MAI5
120539	Q9H813
131308	Q8TDV2
131313	A6NIV6
131314	Q7Z3H4
131319	Q6P093
131320	Q86SP6
131324	Q7RTY8
131325	Q6Q8B3
131327	Q6ZVX9
131331	Q5QGT7
131332	P61366
131333	Q4VNC0
131340	Q7RTY5
131341	A6NEL2
131342	Q3SXY7
131343	Q6ZTZ1
131345	Q3KNW5
131346	Q7Z5P4
131350	P60673
131351	B4DU55
131355	Q63HM9
131358	A1A4Y4
131360	D6RGH6
131362	Q562R1
131364	Q8TBP5
131368	Q5TD94
131369	Q008S8
131371	Q5T1H1
131374	Q9UJN7
131375	Q9NU63
131381	Q6ZN28
131383	Q8N148
131386	Q8NGT7
131387	Q8NGT9
120541	Q6IA86
131392	Q86VF5
131394	Q6NXP2
131396	Q7Z7C7
131397	A4D1S0
131406	Q5PT55
131407	Q7Z7M1
131411	P83859
131412	Q8NGS3
131413	Q8NGR6
131415	Q5T7B8
131417	Q8WX77
131419	Q5BKX8
131424	P51508
131428	Q6UXX5
131432	Q6ZV70
131433	P0DKB6
131438	P0C7V8
131439	A6NJG2
131440	Q8NG92
131441	A6NGH7
131442	Q5JRM2
131445	Q6ZPD8
131446	Q5JT25
131447	Q5FYA8
131448	Q9BZ81
131480	Q86UE6
131481	Q86VH5
131482	Q86XQ3
131483	Q9BVA1
131484	Q8TB61
131485	Q96SA4
131486	Q86XW9
131488	Q7RTS5
131489	Q5T4I8
131494	O75333
120543	Q76L83
131497	Q86SJ2
131501	Q8WV15
131505	Q6ZRY4
131506	Q495B1
131507	Q7Z6K5
131510	Q68CK6
131512	A5D8T8
131519	P59797
131520	Q6P9A1
131521	Q6UWV7
131523	Q96AQ9
131525	Q6ZV56
131528	Q96LS8
131531	Q7Z5U6
131532	A1A4G5
131533	Q494V2
131540	Q96N87
131541	Q0D2K0
131543	O60741
131546	Q8N859
131548	Q86TI4
131549	Q8NFK1
131556	Q6VB85
131556	Q8WXT5
131564	Q96T66
131565	Q6UQ28
131566	Q86UN3
131570	Q7Z601
131582	Q8N9W5
131583	Q8NAP1
131603	Q6P5S2
131631	Q5EBL4
131638	Q5T7P2
131639	Q5T7P3
131640	Q5T751
131641	Q5T752
131642	Q5T753
131643	Q5T754
131645	Q5TA79
131646	Q5TA81
131647	Q5TA82
131648	Q5TA76
131649	Q5TA77
131650	Q5T5A8
131651	Q5T5B0
131653	Q86UD7
131658	Q401N2
131662	Q6ZQN7
131666	Q9UBP8
131667	Q6TGC4
120563	Q5VIR6
120564	Q96G03
131676	Q7Z2Q7
131677	Q7Z3Y9
131681	A5PLK6
131684	P59991
131685	Q7Z6I5
131687	P59990
131688	P60014
131689	Q7Z602
131691	A6NK53
131694	Q86XR7
131695	Q7Z5Q5
131696	Q7Z5Y6
131701	O14598
131702	A6NI73
131703	A2RUG3
131704	P59826
131762	Q6W0C5
131787	Q8N5W9
131797	Q7Z5L9
120568	Q69YN2
131826	Q7Z5D8
131860	Q7Z410
131861	Q7Z4J2
131862	D3DTV9
131864	Q7RTY9
131875	Q9Y2Q3
131884	Q70EL3
131887	Q8IYX4
131888	O95170
131889	O75251
131890	Q3KNS1
120571	Q8TDD5
131893	P0C7W6
131894	Q6P9A2
131895	Q68D85
131897	Q6SJ93
131898	Q7Z7N9
131899	Q8IV04
131900	P59910
131906	Q96LP6
131909	Q86U10
131910	Q8N6V9
120576	Q8IXI2
131913	Q8N1W2
131914	Q8N4P3
131919	Q6URK8
131920	Q8N4L4
131921	A4FU69
131922	O60309
131923	Q9BXX2
131924	Q5BJE1
131925	O43861
131926	Q6ZS72
131927	Q7Z5J1
131928	Q8NA69
131929	Q32M78
131931	A6XGL0
131933	Q6UWP8
131934	Q3KNS6
131935	Q3ZCX4
131936	Q7Z7M8
131937	Q6UW32
131940	Q8NBI3
131941	Q7Z572
131943	Q6PEX7
131944	Q68CQ1
131945	Q8NAN2
131950	Q5VY43
131951	O95562
131953	Q69YW2
131954	Q96GI7
131959	Q8NHR9
131962	A6QL64
131966	Q6ZSC3
131968	Q49MI3
131969	Q7Z7H3
131970	Q6ZP01
131971	Q8IXF9
131972	Q7Z7J7
131973	Q8N9V7
131974	Q6ZUJ4
131975	Q86TL2
131978	Q86YC3
131980	O15021
131983	Q6PEY0
131984	Q2TAL6
131985	Q86UV7
131987	Q8N8M0
131988	P58743
131989	Q86UP9
131990	Q6ZWJ8
131991	Q76KD6
131993	Q6UWT2
131995	Q7Z6K3
131996	Q5T890
131997	Q1ZZU3
131998	Q5SZB4
120582	Q53HC5
132001	A8MQ03
132004	Q5BKY1
132005	P59190
132009	Q6PCB7
132014	P61129
132015	Q0D2K2
132016	Q7RTY3
132019	Q6R6M4
132020	Q8N1Q1
132022	Q5MY95
132031	Q86UV6
132044	Q8N2Z9
132049	Q7RTX7
132073	Q6VVB1
132076	Q8N7C7
132079	A6NDE4
132080	P0C7P1
132081	A6NEQ0
132082	Q15415
132113	Q6ZWB6
132114	Q8WVF5
132118	Q6EBC2
132125	P60371
132126	P60409
132127	P60411
132128	P60331
132129	P60412
132129	P60411
132130	P60368
132132	P60410
132133	P60369
132134	P60328
132135	P60329
132136	P60413
132150	Q86WK7
132171	Q86SM5
132179	Q969J2
132223	Q6EEV6
132240	Q5EE01
132241	Q5TF21
132263	Q6W5P4
132265	Q7Z4R8
132266	Q6L8H4
132267	Q6L8H2
132268	Q6L8H1
132269	Q6L8G5
132286	Q6SJ96
132288	Q96CB9
120585	Q9H920
120601	Q6P0N0
132307	Q6T310
132319	Q6NV75
132320	A5PLL7
132321	Q13404
132321	A5PLL7
132365	Q6T423
132377	Q5VZT2
132378	Q1XH10
120603	Q49AR2
120605	Q9NUQ8
120607	Q9NUQ2
132396	Q5SQS7
132397	Q6UWK7
132399	Q6ZSM3
132405	Q6DHV5
132409	P0C7Q2
132412	Q5VZQ5
132416	A6NNB3
132421	Q8NGI3
132426	Q1MX18
132428	Q8TAL6
132431	Q7Z7L8
132437	Q63ZE4
132439	Q5MJ68
132443	A6NK58
132445	Q3ZCU0
132448	A8MXK1
132462	Q6UVW9
132463	Q2HXU8
132467	Q6BDI9
132471	Q52MB2
132482	Q8TAD7
132485	A6NFT4
120620	Q9C0J8
120622	Q9H089
132501	B2RNN3
132503	Q6UWI4
132506	Q5JS37
132508	Q8N6R1
132529	Q6UXN7
132539	A6NKG5
132541	Q6ZVK1
132557	Q6ZUT6
132560	Q5GJ75
132563	A6NLJ0
132568	Q2T9L4
132599	Q96S07
132609	Q52WX2
132622	Q6PH81
132625	H3BN30
132631	Q6ZW13
132632	Q6ZP98
132642	Q0VD86
132643	Q6UWF3
132645	A6NLX3
132647	Q6QAJ8
132648	Q6ZSJ9
132653	Q8NAA5
132662	Q6UXZ0
132664	P13236
132664	Q8NHW4
132666	A8MV24
132670	Q8IW40
132672	Q8N4K4
132675	Q96QA6
132677	Q86X59
132681	A6NE02
132700	B2RU33
132722	P0DKX0
132727	Q6ZS82
132729	P60985
132730	Q6PG37
132735	Q2WEN9
132736	Q6QNY0
132739	Q6UXB1
132744	Q86XN6
132746	C9JI98
132748	Q6ECI4
132749	O43361
132751	Q6AW86
132758	Q5T7M4
132759	Q5TA89
132762	B2RUZ4
132764	Q6ZRF8
132766	A0PJX8
132770	Q6NT89
132771	Q6UWJ8
132783	Q5T700
132790	Q8N8V2
132792	Q5VVC0
132793	Q5T7M9
132799	Q9H1V8
132801	Q5JT78
132802	Q7Z3S9
132813	Q96S90
132814	Q86YZ3
132815	Q5D862
132817	Q5VU69
132826	Q5VUE5
132828	Q6P7N7
132835	A6NHC0
132839	Q5JTJ3
132841	Q6ZS94
132859	Q5JX69
132867	Q6PEX3
132882	Q2VPJ9
132904	A6NFX1
132908	A6NGG8
132911	A6NEH6
132915	Q8N831
132921	A6NCI8
132922	Q53S33
132926	Q2NKX9
120625	Q9NUJ7
132951	Q6BEB4
120626	Q86YA3
132959	Q0P641
132960	Q5W5W9
132963	Q6UX34
132967	Q6IFH4
132979	Q6ZS27
132983	A6H8M9
132984	Q96EL1
132986	Q8IXL9
132987	A8MTL0
132988	Q8IVN3
132991	A8MV65
133002	Q6ZRT6
133003	Q6ZRP0
133006	A0PG75
133009	A6NFN9
133020	A6NML5
133034	Q8N5G0
133036	Q6ZU67
133037	A8MXD5
133038	Q6ZWK6
133062	A6NHZ5
133074	Q3ZCQ2
133087	Q6ZNM6
133097	E7EW31
133099	Q6UWT4
133100	A1IGU5
133117	Q6UW10
133118	Q6UWE3
133119	P0C671
133128	Q5SZD4
133131	Q6UXV0
133142	Q6ZN17
133149	Q5TGI4
133150	Q6PHW0
133162	A6NFI3
133168	A6NF83
133172	Q6EKJ0
133180	A0PJY2
133182	Q6UWF9
133187	Q6UX68
133203	Q68CJ6
133205	Q6ZUL3
133213	Q6UXT8
133221	Q5GH70
133226	E5RJ46
133227	Q8IXT5
133232	Q6ZUA9
133233	Q8NHW3
133245	Q5VVP1
133258	Q6ZUB0
133259	P0C874
133260	Q6ZQQ2
133263	Q5TBE3
133275	Q5T953
133276	Q6ZQR2
133279	Q6UWW0
133280	C9J069
133283	Q2I0M4
133286	A6NI61
120628	Q9NUJ1
133301	Q96QH8
133302	A6NNY8
133305	Q5JRK9
133309	Q8WW36
133317	Q5JXB2
133321	Q9Y5P2
133333	Q5VWW1
133354	Q9UD57
133366	Q8NGK4
133367	Q8NGK6
133368	Q8NGF3
133376	Q9H2C5
133377	Q9H340
133378	Q9H341
133379	Q8NH59
133380	Q9H343
133381	Q9H344
133382	Q9H346
133383	Q8NGJ2
133384	Q8NGI2
133386	Q8NH56
133387	Q8NGI0
133388	Q96RD3
133389	Q6IFG1
133390	Q8NGH9
133392	Q8NH54
133393	P0C7T3
133396	Q8NH74
133403	Q4AC99
133405	Q8NH49
133417	Q8NGL4
133418	Q8NGK9
133420	Q8NH69
133421	Q8N162
133422	Q8N146
133423	Q8NGG3
133424	Q8NG75
133425	Q8NGG5
133427	Q8NGP3
133429	Q6IEU7
133430	Q8NGP8
133432	Q8NH87
133433	Q8NH90
133436	Q96R09
133437	Q96R08
133439	Q8NGI8
133440	Q8NGI6
133441	Q8NGE8
133442	Q8NGI7
133444	A6NIK2
133448	Q8TDT2
133459	I1YAP6
133466	A6ND01
133468	B2RXH2
133475	Q3C1V8
133476	Q8NH79
133477	Q8NGM8
133478	Q8NGN3
133479	Q8NGN6
133483	Q8NGG8
133486	Q8NGG7
133512	Q96RD1
133514	A6NL08
133516	A6NM76
133517	A6NIJ9
133557	Q8NGD1
133558	Q8NGD2
133560	Q8NH42
133563	Q8NGC6
133564	Q8IXE1
133566	Q8NGC1
133569	Q8NGC9
133570	P60153
133571	Q8NGC0
133592	Q8NGB6
133620	C9JR72
133621	F5GYI3
133624	P84550
133634	P0C6C1
133642	Q6ZNW5
133647	Q8NGB9
133648	Q8NGB8
133653	P60827
133654	Q96A99
133684	A6NH57
133686	Q6A163
133716	O60422
133720	Q8NG99
133721	Q8NG95
133724	O76100
120637	Q9BYX2
133738	Q6ZN11
133739	Q6ZNF0
133743	A6NC86
133751	Q5CZA5
133754	Q5TGS1
133764	Q5VTA0
133787	Q6ZNA5
133800	Q6RSH7
133803	Q6IF99
133804	Q8NGX5
133806	Q8NGX8
133807	Q8NGY3
133813	Q5VU13
133847	Q8NGX0
133848	Q8NGY9
133849	Q8NG84
133850	Q8NG85
133851	Q96R28
133852	Q8NG76
133853	Q8NG81
133856	Q5TZ20
133863	Q6UDR6
133896	Q6GMV3
133902	Q6IMI4
133933	A2CJ06
134027	Q5EBN2
134034	A6NFD8
134111	A4D2G3
134126	P0C7I0
134130	P0C7H9
134147	Q6KF10
134170	A6H8Z2
134172	Q8NGT2
134197	Q8NGS9
134201	Q8NGR2
134202	Q8NGR4
134203	Q8NGR3
134206	Q8WX39
134231	A6NK44
134241	Q56UQ5
134249	Q5H913
134291	P0C7U0
134295	Q6ZNB7
134314	A4D2P6
134331	Q96R48
134348	Q8NEE0
134350	Q5SSG8
134352	Q2MJR0
134353	Q69YZ2
134361	Q3KQZ1
134377	Q5T9C2
134383	Q86WZ0
120638	Q6J9G0
134386	Q6S5L8
134388	P0C2S0
134397	Q5T4H9
134419	Q5SQS8
134421	Q5JPI9
134424	Q6ZQN5
134438	Q6ZST8
134442	Q6P0A1
134457	C9J1S8
134460	Q6NUJ2
134462	Q6PI97
134470	Q6UY27
134471	P0C8F1
120640	Q5T3F8
120642	Q9P2X3
134509	Q8N812
134522	A2A2V5
134539	Q6ZP68
134555	A6NEE1
134560	Q8N912
134577	Q8NAA6
134578	Q8N8G6
134590	Q9HBF5
134597	Q3ZCQ3
134613	Q1ED39
134634	Q6ZQX7
134637	Q9P086
134651	A2RUQ5
134673	Q8NA77
134689	Q6ZTR6
134695	Q6UWY2
134697	Q2NL98
134720	Q6PDB4
120654	Q7L590
134738	Q6ZV89
134739	Q5T1S8
134747	Q5JVX7
134762	A1L170
134774	Q3BBV1
134775	A6PVY3
134777	Q7Z7B7
134778	A1L168
134810	Q8WYQ3
134822	Q6ZVW7
134834	Q6ZV80
134838	Q6ZMW3
134843	Q9ULR5
120662	Q53F19
120665	Q8IXQ4
134876	Q6UXQ4
134882	Q6ZVZ8
134902	P0C7M6
134915	Q6ZUU3
134918	F5H4A9
134936	Q6ZMT9
134945	Q6MZM9
134946	Q6UX39
134948	Q9C0I3
134952	Q8WVX3
134967	Q6MZT1
134974	A6NC05
134991	H3BQB6
134995	P59942
134996	Q5SSQ6
135005	Q6Q6R5
135008	Q9H511
135018	B9ZVM9
135044	Q6ZTY9
135062	A4D1F6
135063	Q6ZVN7
120667	Q63HQ0
135075	A4D1S5
135077	Q96R45
135086	Q7RTZ2
135100	Q8N8I0
135110	Q5VWC8
135113	Q68D42
135117	Q8N4H5
135134	A2RU37
135141	Q5JTZ5
135145	Q5JTN6
135151	Q6ZST4
135152	Q6ZV77
135153	Q6J272
135171	Q5H9E4
135189	Q2TAP0
135197	Q8NGJ9
135198	Q8NGJ6
135199	Q8NGJ7
135217	A6NMB9
135277	E7ERA6
135281	Q5SZI1
135300	Q6IF00
135301	Q6IEZ7
135302	A6ND48
135310	Q9UH36
135334	B2RUY7
135342	Q8NHB8
135432	Q8NGT9
135454	Q5JUK2
135464	Q6PP77
135514	A9QM74
135516	Q8IZ16
135528	A4D1Z8
135536	A6NGN9
135544	Q6NVU6
135557	A6NMD0
135577	Q8NH04
135579	Q8NGX2
135586	Q6IF82
135599	A6NHG9
135600	A6NDH6
135603	A6NET4
135604	A6NMS3
135606	A6NJZ3
135608	A6NDL8
135623	Q8IYB0
135624	Q8IY26
135625	Q8WW27
135628	Q30KQ1
135630	Q8NCN2
135639	Q86UW8
120678	Q9H300
135647	Q6UWN8
135653	P60606
135654	Q7Z4U5
135656	O15391
135663	Q96GX8
135665	Q6XE38
135667	Q8TCE6
120680	Q9HBU6
135698	Q8IWZ3
135711	Q6S5H5
135714	Q1HG44
135715	P60508
135725	Q5VZ72
135906	Q7Z5A9
135910	O43508
135911	Q580R0
135914	Q6IE38
135924	Q8TBE3
135928	Q8WWF6
135929	P16619
135940	Q8N6N7
135942	Q8TEF2
135946	Q5T681
135969	Q5VW22
135986	B3EWG5
135986	B3EWG6
135986	B3EWG4
135986	B3EWG3
136015	Q5SWW7
136037	A6NCD4
136043	Q8WTU0
136044	A6NGG3
136057	Q8NAJ2
136062	P81534
136064	Q5T6J7
136065	Q6JVE6
136097	Q8IZY5
136098	Q8NEG7
136099	Q6P1X6
136104	Q86V86
136105	Q8N4C7
136107	Q9H321
136110	Q2M5E4
136111	Q6HA08
136112	Q68G74
136130	Q701N2
120681	Q9NRB3
136196	Q5T764
136219	Q701N4
136221	Q6L8G9
136224	Q5BJD5
136241	A6NK97
136247	Q6L8G8
136248	Q6L8G4
136265	Q5XLA6
136270	Q9UPP2
136273	Q6ZN79
136283	A2RU48
136289	Q6NXT2
136293	Q6ZNG2
136300	Q6ZR37
120702	Q8N336
136328	Q2TAA5
136335	Q08AG7
136341	B2RN74
136351	Q5GAN3
136421	A8MQT2
136426	Q9P2K8
136430	Q8NB66
120715	Q9H2R5
136483	K7EJ46
120716	Q7L5Y1
136533	Q6GPI1
136544	Q6P5S7
136572	Q6PRD1
136630	C9JCN9
136635	Q00G26
136647	Q5JVG8
136660	Q9UQ74
136687	Q5VXH4
136689	B2RXH8
136699	Q5TGZ0
136709	A6NL82
136727	Q5TBC7
136811	Q5QNW6
136814	Q6ZN32
136818	Q8N7C0
136831	Q6ZWK4
136847	Q6ZTA4
136855	Q9BXW4
136911	A6NNM3
136921	Q7Z3Z3
136928	B8ZZ34
136932	A8MYP8
136950	A8MX76
137028	A2RUT3
137029	A8MYZ5
137030	Q8WVI0
137092	Q9H903
137095	B9EJG8
137120	A7E2U8
137127	A6NNE9
137211	Q5I0X4
137212	Q8IW70
137219	A6NGQ2
137226	Q5R3K3
137285	A6NP11
137320	A6NKU9
137321	Q495Y8
137333	A4D2H0
137346	O95013
137412	Q4LEZ3
137417	Q50LG9
137425	Q6ZN92
137457	Q5VUR7
137462	Q5SQ80
137483	P0DKV0
137488	Q5VZR2
120725	Q96CU9
137505	Q8N7X2
137507	Q7Z6K4
137537	Q5JXX5
137545	Q17RB0
137546	Q8NHU0
137547	Q8N7B7
137551	Q5MJ08
137555	Q8N0Y7
137570	Q49AH0
137602	Q96QU4
137615	Q8NH48
137623	P0DKB5
137636	A1L157
137641	Q8NGE7
137666	Q8NH05
137667	Q8NGD0
137769	Q6UXZ3
137825	B6A8C7
137829	E5RJM6
137869	Q5JRS4
137882	A8MW95
137888	A6NFC9
137889	Q8NGZ3
137954	Q6IMI6
138023	Q49A17
138082	O76000
138084	O76001
138088	Q9UGF5
138090	Q96KK4
138106	Q6ZW05
138138	Q6ZWI9
120726	Q9UKY7
138235	Q6IF42
138293	Q5VYV0
138312	Q5HY64
138436	A6NIY4
138451	A6NHP3
138540	Q6P5Q4
138577	O14603
138582	O14599
138583	O14599
138634	Q6B9Z1
138643	A5YM69
138644	P0DMM9
138644	P0DMN0
138654	Q5T035
120728	Q9UJ70
120734	Q9NX70
138657	Q9Y2D5
138664	Q64ET8
138665	Q5T749
138666	A0A183
138737	A6NM11
138878	Q6P9H5
138880	Q8N456
138882	P0C5Z0
138883	P0C5Y9
138884	P23610
138885	P23610
138895	Q8WWR9
138896	A6NJ69
138902	Q86WW8
138920	Q6ZMU5
138922	Q8N5K1
138923	Q6ZRK6
138924	Q8N140
138928	Q5GAN4
138930	Q8TCD6
138936	Q96E39
138937	Q5VSR9
138938	Q5MJ10
138947	Q5MNV8
138948	Q5MJ07
138966	Q6ZSG1
138969	Q0ZLH3
138970	Q8TAI1
138978	P0C1S8
138988	Q6ZNK6
138989	Q6UXF7
139005	Q8TCD1
139008	Q5J8X5
139012	Q5BIV9
139015	A6NJG6
139020	Q8IZN7
139024	Q8WTQ1
139049	A6NFQ7
139050	A6NLW8
139055	Q8N104
139060	Q8NG35
139065	P0C7N5
139069	Q5HYN5
139071	Q96LR2
139076	Q8NAV2
139077	Q96DE9
139079	Q58A44
139210	O60224
139225	Q9BQ83
139240	Q9H1X3
139247	Q569K6
139266	Q96GX2
139267	Q9H1X3
139295	Q5T750
120745	Q5VZK9
120750	Q96JG6
120760	Q9NXH9
120761	Q6P3X3
120765	Q9C0C7
120766	Q9NXE4
120767	Q9C0G0
120768	Q9NPJ4
120770	Q9H9A6
120771	Q7L622
120778	Q9BX70
120785	Q8TDM0
120788	Q75QN2
120798	Q8TAT6
120799	Q5VZ89
120800	Q9NWQ4
120801	Q8IWA4
120809	Q8WXA3
120814	O75648
120815	Q9ULM3
120816	Q6VY07
120817	Q9P2Q2
120818	Q9NQ29
120826	Q8TER5
120828	Q9NW08
120833	Q9NVX7
120836	Q9P273
120839	Q9BZH6
120846	Q9NVM9
120847	Q9P203
120848	Q86UW6
120849	Q6VMQ6
120851	Q9NSG2
120854	Q9NVH1
120855	Q96QK1
120856	Q8N6T3
120862	Q9GZY4
120866	Q96KP4
120868	Q53H12
120870	Q9NVA2
120876	Q9P2K3
120877	Q9GZL7
120878	Q7L7V1
120879	Q96AE7
120880	Q9NV72
120881	Q9NV70
120885	Q96IV0
120887	Q96KP1
120889	Q9NUY8
120896	Q9BVS4
120897	Q8IYT2
120900	Q09FC8
120901	Q9NUQ3
120902	Q9NUN5
120905	Q5T3J3
120908	Q5JVF3
120923	Q9NYH9
120928	Q86XS8
120930	Q9H270
120933	Q58WW2
120935	Q68CQ7
120937	Q86VP6
120941	Q56P03
120942	Q96H22
120949	Q9NZ45
120964	Q9NTX5
120970	Q9BRT8
120980	Q9NQ84
120982	Q9NPC7
120986	Q9H3U1
120989	Q9NR19
120995	Q9NQY0
120997	Q96RT1
121000	Q9P2B4
121010	Q8IWU5
121011	Q9UH03
121014	Q9UNZ2
121016	Q9UBI6
121019	Q9UHQ4
121029	Q9H0W8
121033	Q9BT22
121102	Q8WXX0
121111	Q5T5P2
121117	P49750
121119	Q5VTR2
121122	Q7L2J0
121123	Q8WYA6
121126	Q8IWT6
121130	Q5MNZ6
121139	Q86U44
121140	Q9NR22
121141	Q9NQ55
121148	Q9NRA8
121156	Q9NRM0
121166	Q96RR1
121180	Q9NQ31
121203	Q7Z2W4
121210	Q4V328
121212	Q9NS91
121215	Q9NRR8
121217	Q9NYU2
121219	Q9HD45
121225	Q9NRZ5
121227	Q96S55
121230	Q9NRX6
121238	Q9NQZ5
121241	Q9NS00
121244	Q9H4L7
121247	Q9H6R0
121249	Q96RQ3
121253	Q969V3
121256	Q96JP0
121258	Q96G46
121265	Q96FZ2
121266	Q9NRP2
121269	P82650
121270	Q7Z589
121271	Q9GZY8
121272	Q9NRG7
121303	Q8N5C7
121304	Q8WY36
121306	Q9NRR3
121307	Q9NS87
121309	Q8WUD6
121310	Q9NRJ4
121311	Q9BXP2
121312	Q8NI60
121313	Q9NSA3
121321	P25106
121328	Q6FI81
121329	Q7Z3J2
121333	Q8IV38
121334	Q5T160
121351	P57723
121354	Q8NG31
121360	Q8WW12
121363	Q9GZP4
121366	Q9NQS1
121400	Q9NQC3
121403	Q96B96
121404	Q8IZE3
121405	Q86X10
121411	Q9HCE7
121417	Q9HAT8
121418	Q96FA3
121422	Q9P2E3
121427	Q9ULJ6
121430	Q9ULF5
121436	Q8NI27
121443	O60312
121445	P98198
121451	Q5W111
121454	Q9ULK5
121458	Q969X5
121463	Q9Y5W7
121475	Q6U841
121486	Q96AQ6
121488	Q96D15
121507	Q9HBM1
121508	Q9BV23
121512	Q96KG9
121515	Q6NTF9
121517	Q9BV38
121519	Q9UGV2
121521	Q9NR09
121534	Q9ULQ0
121535	Q9ULP9
121536	O95104
121538	Q9H2X9
121542	Q9ULM6
121543	Q96KM6
121555	Q9BYT8
121559	Q8NFD5
121561	Q9ULI2
121571	Q9ULD9
121575	Q9Y2V7
121576	Q5T848
121581	Q9P2P5
121584	Q9P2P1
121587	Q68DU8
121593	Q86YT6
121598	Q9P2L0
121604	Q9P2J9
121610	Q96NW7
121621	Q9P2F8
121625	Q96HP0
121629	Q9P2E2
121639	Q9P2B7
121642	Q969V6
121649	Q8TAF3
121651	Q9P275
121656	Q9P265
121657	Q6VN20
121660	A2RU67
121661	Q9P260
121664	Q9P253
121677	Q9P227
121683	Q96RU2
121684	Q8IY37
121687	Q8TCG1
121690	Q96CP6
121694	Q9P1Y6
121699	Q9HCM7
121701	Q9HCM4
121702	Q9HCM3
121704	Q5T5X7
121705	Q63HN8
121708	Q96Q42
121710	Q9HCK1
121720	Q86T82
121721	Q8NHQ9
121723	A0MZ66
121724	Q9HCH3
121731	Q6P9B6
121735	Q6P280
121744	Q9HCE5
121748	Q8NEZ3
121751	Q9H254
121752	Q9HCC9
121775	Q8N163
121782	Q9NQ25
121785	Q9Y3L5
121796	Q9UKA9
121817	Q9NS37
121820	Q9NQG5
121822	Q15935
121823	Q9NRY2
121836	Q8WUQ7
121840	Q9UBC2
121842	Q9NP50
121843	P49756
121845	O95785
121863	P58658
121873	Q6IA17
121880	Q9HB21
121881	Q9HB19
121886	Q9BYJ1
121890	Q53G59
121918	Q7Z4G4
121922	Q9GZT8
121941	Q5VZE5
121942	Q6NUQ1
121946	Q9NPQ8
121953	P57772
121956	Q8IYB5
121957	Q7Z392
121959	Q9H972
121961	Q5H9F3
121971	Q5XPI4
121974	Q9H9C1
121976	Q6AI08
121977	Q9H788
121983	Q9H115
121987	Q96JJ3
121991	Q8WVB6
121995	Q9NU02
122003	Q9H4Z3
